date,value,category,region,provider,service,is_anomaly
2025-04-20,4.35,compute,eu-west-2,gcp,cloud_run,0
2025-04-20,9.95,compute,eu-central-1,aws,ec2,0
2025-04-20,10.77,compute,eu-central-1,aws,eks,0
2025-04-20,2.47,compute,eu-central-1,aws,lambda,0
2025-04-20,0.39,compute,eu-central-1,gcp,compute_engine,0
2025-04-20,3.92,compute,eu-central-1,gcp,gke,0
2025-04-20,2.24,compute,eu-central-1,gcp,cloud_run,0
2025-04-20,11.91,storage,eu-west-2,aws,s3,0
2025-04-20,7.83,storage,eu-west-2,aws,efs,0
2025-04-20,5.58,storage,eu-west-2,gcp,cloud_storage,0
2025-04-20,3.76,storage,eu-central-1,aws,s3,0
2025-04-20,4.91,storage,eu-central-1,aws,efs,0
2025-04-20,2.45,storage,eu-central-1,gcp,cloud_storage,0
2025-04-20,1.28,network,eu-west-2,aws,cloudfront,0
2025-04-20,3.02,network,eu-west-2,aws,nat_gateway,0
2025-04-20,5.48,network,eu-west-2,aws,vpc_endpoints,0
2025-04-20,2.22,network,eu-west-2,gcp,cloud_cdn,0
2025-04-20,0.54,network,eu-west-2,gcp,cloud_nat,0
2025-04-20,0.79,network,eu-central-1,aws,cloudfront,0
2025-04-20,2.48,network,eu-central-1,aws,nat_gateway,0
2025-04-20,1.02,network,eu-central-1,aws,vpc_endpoints,0
2025-04-20,0.31,network,eu-central-1,gcp,cloud_cdn,0
2025-04-20,0.9,network,eu-central-1,gcp,cloud_nat,0
2025-04-21,38.9,compute,eu-west-2,aws,ec2,0
2025-04-21,14.26,compute,eu-west-2,aws,eks,0
2025-04-21,3.71,compute,eu-west-2,aws,lambda,0
2025-04-21,1.83,compute,eu-west-2,gcp,compute_engine,0
2025-04-21,3.54,compute,eu-west-2,gcp,gke,0
2025-04-21,7.65,compute,eu-west-2,gcp,cloud_run,0
2025-04-21,5.23,compute,eu-central-1,aws,ec2,0
2025-04-21,10.65,compute,eu-central-1,aws,eks,0
2025-04-21,7.47,compute,eu-central-1,aws,lambda,0
2025-04-21,0.84,compute,eu-central-1,gcp,compute_engine,0
2025-04-21,1.48,compute,eu-central-1,gcp,gke,0
2025-04-21,3.02,compute,eu-central-1,gcp,cloud_run,0
2025-04-21,13.43,storage,eu-west-2,aws,s3,0
2025-04-21,8.68,storage,eu-west-2,aws,efs,0
2025-04-21,5.06,storage,eu-west-2,gcp,cloud_storage,0
2025-04-21,7.36,storage,eu-central-1,aws,s3,0
2025-04-21,1.72,storage,eu-central-1,aws,efs,0
2025-04-21,2.08,storage,eu-central-1,gcp,cloud_storage,0
2025-04-21,3.23,network,eu-west-2,aws,cloudfront,0
2025-04-21,1.85,network,eu-west-2,aws,nat_gateway,0
2025-04-21,8.56,network,eu-west-2,aws,vpc_endpoints,0
2025-04-21,1.58,network,eu-west-2,gcp,cloud_cdn,0
2025-04-21,1.54,network,eu-west-2,gcp,cloud_nat,0
2025-04-21,1.27,network,eu-central-1,aws,cloudfront,0
2025-04-21,2.9,network,eu-central-1,aws,nat_gateway,0
2025-04-21,1.42,network,eu-central-1,aws,vpc_endpoints,0
2025-04-21,0.68,network,eu-central-1,gcp,cloud_cdn,0
2025-04-21,0.6,network,eu-central-1,gcp,cloud_nat,0
2025-04-22,37.1,compute,eu-west-2,aws,ec2,0
2025-04-22,19.67,compute,eu-west-2,aws,eks,0
2025-04-22,2.5,compute,eu-west-2,aws,lambda,0
2025-04-22,6.55,compute,eu-west-2,gcp,compute_engine,0
2025-04-22,5.17,compute,eu-west-2,gcp,gke,0
2025-04-22,6.23,compute,eu-west-2,gcp,cloud_run,0
2025-04-22,5.79,compute,eu-central-1,aws,ec2,0
2025-04-22,8.63,compute,eu-central-1,aws,eks,0
2025-04-22,11.58,compute,eu-central-1,aws,lambda,0
2025-04-22,3.03,compute,eu-central-1,gcp,compute_engine,0
2025-04-22,1.67,compute,eu-central-1,gcp,gke,0
2025-04-22,3.18,compute,eu-central-1,gcp,cloud_run,0
2025-04-22,7.86,storage,eu-west-2,aws,s3,0
2025-04-22,11.24,storage,eu-west-2,aws,efs,0
2025-04-22,5.79,storage,eu-west-2,gcp,cloud_storage,0
2025-04-22,2.88,storage,eu-central-1,aws,s3,0
2025-04-22,5.5,storage,eu-central-1,aws,efs,0
2025-04-22,2.54,storage,eu-central-1,gcp,cloud_storage,0
2025-04-22,8.81,network,eu-west-2,aws,cloudfront,0
2025-04-22,5.5,network,eu-west-2,aws,nat_gateway,0
2025-04-22,2.58,network,eu-west-2,aws,vpc_endpoints,0
2025-04-22,4.35,network,eu-west-2,gcp,cloud_cdn,0
2025-04-22,0.77,network,eu-west-2,gcp,cloud_nat,0
2025-04-22,0.94,network,eu-central-1,aws,cloudfront,0
2025-04-22,2.95,network,eu-central-1,aws,nat_gateway,0
2025-04-22,3.52,network,eu-central-1,aws,vpc_endpoints,0
2025-04-22,1.72,network,eu-central-1,gcp,cloud_cdn,0
2025-04-22,0.52,network,eu-central-1,gcp,cloud_nat,0
2025-04-23,30.09,compute,eu-west-2,aws,ec2,0
2025-04-23,28.02,compute,eu-west-2,aws,eks,0
2025-04-23,6.93,compute,eu-west-2,aws,lambda,0
2025-04-23,6.65,compute,eu-west-2,gcp,compute_engine,0
2025-04-23,8.89,compute,eu-west-2,gcp,gke,0
2025-04-23,2.74,compute,eu-west-2,gcp,cloud_run,0
2025-04-23,10.56,compute,eu-central-1,aws,ec2,0
2025-04-23,11.91,compute,eu-central-1,aws,eks,0
2025-04-23,4.91,compute,eu-central-1,aws,lambda,0
2025-04-23,3.19,compute,eu-central-1,gcp,compute_engine,0
2025-04-23,4.09,compute,eu-central-1,gcp,gke,0
2025-04-23,0.41,compute,eu-central-1,gcp,cloud_run,0
2025-04-23,7.52,storage,eu-west-2,aws,s3,0
2025-04-23,12.22,storage,eu-west-2,aws,efs,0
2025-04-23,5.55,storage,eu-west-2,gcp,cloud_storage,0
2025-04-23,5.36,storage,eu-central-1,aws,s3,0
2025-04-23,2.95,storage,eu-central-1,aws,efs,0
2025-04-23,2.33,storage,eu-central-1,gcp,cloud_storage,0
2025-04-23,4.32,network,eu-west-2,aws,cloudfront,0
2025-04-23,6.48,network,eu-west-2,aws,nat_gateway,0
2025-04-23,3.17,network,eu-west-2,aws,vpc_endpoints,0
2025-04-23,2.13,network,eu-west-2,gcp,cloud_cdn,0
2025-04-23,1.79,network,eu-west-2,gcp,cloud_nat,0
2025-04-23,1.08,network,eu-central-1,aws,cloudfront,0
2025-04-23,3.38,network,eu-central-1,aws,nat_gateway,0
2025-04-23,1.41,network,eu-central-1,aws,vpc_endpoints,0
2025-04-23,1.12,network,eu-central-1,gcp,cloud_cdn,0
2025-04-23,0.54,network,eu-central-1,gcp,cloud_nat,0
2025-04-24,14.59,compute,eu-west-2,aws,ec2,0
2025-04-24,19.68,compute,eu-west-2,aws,eks,0
2025-04-24,22.67,compute,eu-west-2,aws,lambda,0
2025-04-24,4.66,compute,eu-west-2,gcp,compute_engine,0
2025-04-24,6.75,compute,eu-west-2,gcp,gke,0
2025-04-24,6.9,compute,eu-west-2,gcp,cloud_run,0
2025-04-24,15.43,compute,eu-central-1,aws,ec2,0
2025-04-24,8.98,compute,eu-central-1,aws,eks,0
2025-04-24,1.58,compute,eu-central-1,aws,lambda,0
2025-04-24,0.13,compute,eu-central-1,gcp,compute_engine,0
2025-04-24,4.04,compute,eu-central-1,gcp,gke,0
2025-04-24,4.18,compute,eu-central-1,gcp,cloud_run,0
2025-04-24,9.34,storage,eu-west-2,aws,s3,0
2025-04-24,13.03,storage,eu-west-2,aws,efs,0
2025-04-24,7.19,storage,eu-west-2,gcp,cloud_storage,0
2025-04-24,9.04,storage,eu-central-1,aws,s3,0
2025-04-24,1.17,storage,eu-central-1,aws,efs,0
2025-04-24,3.28,storage,eu-central-1,gcp,cloud_storage,0
2025-04-24,2.99,network,eu-west-2,aws,cloudfront,0
2025-04-24,3.19,network,eu-west-2,aws,nat_gateway,0
2025-04-24,3.75,network,eu-west-2,aws,vpc_endpoints,0
2025-04-24,1.58,network,eu-west-2,gcp,cloud_cdn,0
2025-04-24,1.61,network,eu-west-2,gcp,cloud_nat,0
2025-04-24,1.45,network,eu-central-1,aws,cloudfront,0
2025-04-24,1.85,network,eu-central-1,aws,nat_gateway,0
2025-04-24,1.23,network,eu-central-1,aws,vpc_endpoints,0
2025-04-24,0.57,network,eu-central-1,gcp,cloud_cdn,0
2025-04-24,0.89,network,eu-central-1,gcp,cloud_nat,0
2025-04-25,12.83,compute,eu-west-2,aws,ec2,0
2025-04-25,26.57,compute,eu-west-2,aws,eks,0
2025-04-25,21.7,compute,eu-west-2,aws,lambda,0
2025-04-25,2.71,compute,eu-west-2,gcp,compute_engine,0
2025-04-25,2.47,compute,eu-west-2,gcp,gke,0
2025-04-25,11.45,compute,eu-west-2,gcp,cloud_run,0
2025-04-25,4.66,compute,eu-central-1,aws,ec2,0
2025-04-25,16.07,compute,eu-central-1,aws,eks,0
2025-04-25,2.46,compute,eu-central-1,aws,lambda,0
2025-04-25,2.48,compute,eu-central-1,gcp,compute_engine,0
2025-04-25,2.98,compute,eu-central-1,gcp,gke,0
2025-04-25,0.86,compute,eu-central-1,gcp,cloud_run,0
2025-04-25,4.98,storage,eu-west-2,aws,s3,0
2025-04-25,17.39,storage,eu-west-2,aws,efs,0
2025-04-25,6.09,storage,eu-west-2,gcp,cloud_storage,0
2025-04-25,4.23,storage,eu-central-1,aws,s3,0
2025-04-25,4.26,storage,eu-central-1,aws,efs,0
2025-04-25,2.31,storage,eu-central-1,gcp,cloud_storage,0
2025-04-25,6.78,network,eu-west-2,aws,cloudfront,0
2025-04-25,6.75,network,eu-west-2,aws,nat_gateway,0
2025-04-25,3.31,network,eu-west-2,aws,vpc_endpoints,0
2025-04-25,3.65,network,eu-west-2,gcp,cloud_cdn,0
2025-04-25,0.93,network,eu-west-2,gcp,cloud_nat,0
2025-04-25,0.02,network,eu-central-1,aws,cloudfront,0
2025-04-25,2.33,network,eu-central-1,aws,nat_gateway,0
2025-04-25,4.05,network,eu-central-1,aws,vpc_endpoints,0
2025-04-25,0.27,network,eu-central-1,gcp,cloud_cdn,0
2025-04-25,1.47,network,eu-central-1,gcp,cloud_nat,0
2025-04-26,9.69,compute,eu-west-2,aws,ec2,0
2025-04-26,20.33,compute,eu-west-2,aws,eks,0
2025-04-26,23.77,compute,eu-west-2,aws,lambda,0
2025-04-26,6.88,compute,eu-west-2,gcp,compute_engine,0
2025-04-26,5.13,compute,eu-west-2,gcp,gke,0
2025-04-26,5.51,compute,eu-west-2,gcp,cloud_run,0
2025-04-26,11.28,compute,eu-central-1,aws,ec2,0
2025-04-26,4.73,compute,eu-central-1,aws,eks,0
2025-04-26,4.63,compute,eu-central-1,aws,lambda,0
2025-04-26,3.27,compute,eu-central-1,gcp,compute_engine,0
2025-04-26,0.87,compute,eu-central-1,gcp,gke,0
2025-04-26,2.58,compute,eu-central-1,gcp,cloud_run,0
2025-04-26,18.6,storage,eu-west-2,aws,s3,0
2025-04-26,2.41,storage,eu-west-2,aws,efs,0
2025-04-26,6.85,storage,eu-west-2,gcp,cloud_storage,0
2025-04-26,4.19,storage,eu-central-1,aws,s3,0
2025-04-26,3.87,storage,eu-central-1,aws,efs,0
2025-04-26,2.63,storage,eu-central-1,gcp,cloud_storage,0
2025-04-26,1.72,network,eu-west-2,aws,cloudfront,0
2025-04-26,4.73,network,eu-west-2,aws,nat_gateway,0
2025-04-26,5.4,network,eu-west-2,aws,vpc_endpoints,0
2025-04-26,2.9,network,eu-west-2,gcp,cloud_cdn,0
2025-04-26,0.96,network,eu-west-2,gcp,cloud_nat,0
2025-04-26,1.88,network,eu-central-1,aws,cloudfront,0
2025-04-26,1.74,network,eu-central-1,aws,nat_gateway,0
2025-04-26,0.92,network,eu-central-1,aws,vpc_endpoints,0
2025-04-26,1.04,network,eu-central-1,gcp,cloud_cdn,0
2025-04-26,0.44,network,eu-central-1,gcp,cloud_nat,0
2025-04-27,6.06,compute,eu-west-2,aws,ec2,0
2025-04-27,26.37,compute,eu-west-2,aws,eks,0
2025-04-27,24.46,compute,eu-west-2,aws,lambda,0
2025-04-27,12.9,compute,eu-west-2,gcp,compute_engine,0
2025-04-27,3.46,compute,eu-west-2,gcp,gke,0
2025-04-27,0.77,compute,eu-west-2,gcp,cloud_run,0
2025-04-27,12.53,compute,eu-central-1,aws,ec2,0
2025-04-27,4.42,compute,eu-central-1,aws,eks,0
2025-04-27,8.94,compute,eu-central-1,aws,lambda,0
2025-04-27,3.55,compute,eu-central-1,gcp,compute_engine,0
2025-04-27,0.6,compute,eu-central-1,gcp,gke,0
2025-04-27,3.65,compute,eu-central-1,gcp,cloud_run,0
2025-04-27,9.18,storage,eu-west-2,aws,s3,0
2025-04-27,7.13,storage,eu-west-2,aws,efs,0
2025-04-27,4.91,storage,eu-west-2,gcp,cloud_storage,0
2025-04-27,4.63,storage,eu-central-1,aws,s3,0
2025-04-27,2.79,storage,eu-central-1,aws,efs,0
2025-04-27,2.24,storage,eu-central-1,gcp,cloud_storage,0
2025-04-27,5.8,network,eu-west-2,aws,cloudfront,0
2025-04-27,5.29,network,eu-west-2,aws,nat_gateway,0
2025-04-27,2.03,network,eu-west-2,aws,vpc_endpoints,0
2025-04-27,1.31,network,eu-west-2,gcp,cloud_cdn,0
2025-04-27,2.65,network,eu-west-2,gcp,cloud_nat,0
